
***************************************
Calculating total value of all items...
***************************************

Total value: $8,717,398.45

***************************************
Calculating total value by bot...
***************************************

76561198583274760: $115,740.88 (517)
76561198301878593: $3,355.18 (739)
76561198300609343: $3,354.65 (620)
76561198377122346: $3,353.77 (366)
76561198299748815: $3,353.53 (664)
76561198584096916: $3,353.24 (534)
76561198307177858: $3,352.09 (437)
76561198306119312: $3,351.99 (549)
76561198262401846: $3,350.67 (656)
76561198307433295: $3,346.86 (518)
76561198254503526: $3,344.19 (713)
76561198583302925: $3,337.01 (469)
76561198304597088: $3,336.44 (748)
76561198376631830: $3,328.91 (436)
76561198306609356: $3,323.89 (710)
76561198307209475: $3,321.44 (530)
76561198399166128: $3,315.73 (387)
76561198254136446: $3,310.21 (703)
76561198262442591: $3,309.33 (666)
76561198583249215: $3,305.44 (580)
76561198583812777: $3,304.55 (639)
76561198254175653: $3,300.41 (634)
76561198376584683: $3,299.12 (510)
76561198251402074: $3,296.70 (715)
76561198307245908: $3,296.38 (413)
76561198307323068: $3,293.20 (605)
76561198254495864: $3,289.53 (656)
76561198253328441: $3,289.48 (686)
76561198399600995: $3,288.18 (390)
76561198301986958: $3,287.74 (721)
76561198410593436: $3,285.62 (61)
76561198583290742: $3,284.85 (574)
76561198306072786: $3,281.99 (596)
76561198306657884: $3,276.95 (624)
76561198310474459: $3,274.40 (447)
76561198305816633: $3,270.82 (764)
76561198583765879: $3,265.82 (476)
76561198306535162: $3,265.14 (762)
76561198254496111: $3,264.78 (559)
76561198254483808: $3,264.19 (668)
76561198219272261: $3,263.91 (668)
76561198306053859: $3,263.47 (492)
76561198583787625: $3,262.36 (650)
76561198262532001: $3,258.28 (730)
76561198262385647: $3,258.01 (656)
76561198583813956: $3,256.88 (500)
76561198254527328: $3,254.83 (648)
76561198307662210: $3,252.38 (525)
76561198306093832: $3,249.78 (672)
76561198589517827: $3,246.78 (564)
76561198254458176: $3,245.87 (770)
76561198247150496: $3,244.71 (667)
76561198302067421: $3,243.55 (733)
76561198251479864: $3,242.79 (696)
76561198583212928: $3,235.45 (605)
76561198376791481: $3,231.26 (427)
76561198253037952: $3,231.05 (692)
76561198304386209: $3,228.89 (586)
76561198299865409: $3,227.71 (733)
76561198303759684: $3,227.57 (652)
76561198253331862: $3,227.52 (663)
76561198306105775: $3,226.34 (690)
76561198583797712: $3,215.68 (427)
76561198376432993: $3,213.52 (535)
76561198306433518: $3,208.39 (646)
76561198262440743: $3,206.21 (671)
76561198219438329: $3,205.53 (720)
76561198306071345: $3,204.75 (683)
76561198254175462: $3,202.05 (695)
76561198253332542: $3,201.80 (620)
76561198306942884: $3,200.34 (532)
76561198300693534: $3,194.42 (629)
76561198306366988: $3,193.02 (608)
76561198589517172: $3,192.11 (385)
76561198584076611: $3,190.97 (629)
76561198377599696: $3,190.35 (275)
76561198306324718: $3,187.95 (622)
76561198254154878: $3,185.44 (749)
76561198254164408: $3,179.85 (697)
76561198304998776: $3,172.69 (665)
76561198219376849: $3,170.85 (738)
76561198589503679: $3,169.68 (332)
76561198301288927: $3,168.31 (634)
76561198306138074: $3,167.37 (655)
76561198253336135: $3,166.31 (667)
76561198299749713: $3,159.83 (697)
76561198306069773: $3,154.62 (562)
76561198399735487: $3,150.97 (316)
76561198253340501: $3,145.04 (682)
76561198301824331: $3,142.66 (612)
76561198306339241: $3,138.96 (601)
76561198305881657: $3,138.06 (624)
76561198583253800: $3,130.36 (672)
76561198306715156: $3,130.32 (587)
76561198589471191: $3,126.51 (583)
76561198583295327: $3,125.93 (542)
76561198254502573: $3,125.18 (678)
76561198262448984: $3,124.85 (636)
76561198301957106: $3,124.71 (637)
76561198299783710: $3,122.21 (623)
76561198254151127: $3,121.84 (676)
76561198253034704: $3,115.02 (684)
76561198254497217: $3,114.52 (690)
76561198254991406: $3,114.49 (711)
76561198307601758: $3,113.79 (660)
76561198299216472: $3,113.12 (600)
76561198301522139: $3,111.91 (689)
76561198184509050: $3,111.34 (750)
76561198306631145: $3,109.12 (577)
76561198401052960: $3,107.85 (410)
76561198583799939: $3,103.90 (676)
76561198305925147: $3,092.31 (464)
76561198251517280: $3,084.18 (714)
76561198311862717: $3,082.00 (614)
76561198307172564: $3,081.62 (607)
76561198203907135: $3,080.28 (281)
76561198377049346: $3,077.20 (546)
76561198304524373: $3,076.17 (621)
76561198305677234: $3,074.57 (694)
76561198583791162: $3,070.08 (506)
76561198262921569: $3,066.50 (631)
76561198299943479: $3,063.38 (721)
76561198403070942: $3,062.40 (290)
76561198262424909: $3,059.51 (659)
76561198262448196: $3,057.50 (732)
76561198308464975: $3,053.97 (591)
76561198299820120: $3,053.90 (640)
76561198308241318: $3,053.73 (515)
76561198311321768: $3,052.94 (616)
76561198262429552: $3,047.78 (623)
76561198400120400: $3,044.36 (219)
76561198254500638: $3,043.65 (699)
76561198299978552: $3,033.13 (630)
76561198254491658: $3,032.44 (695)
76561198303628238: $3,025.14 (662)
76561198301291290: $3,020.46 (617)
76561198589516517: $3,017.19 (392)
76561198401889379: $3,010.32 (71)
76561198201424203: $3,010.25 (705)
76561198308081786: $3,010.13 (613)
76561198253336540: $3,010.08 (588)
76561198305116483: $3,009.75 (626)
76561198306479714: $3,002.68 (586)
76561198304478793: $3,002.40 (580)
76561198398483059: $2,997.27 (228)
76561198303745914: $2,993.45 (777)
76561198411275437: $2,992.18 (197)
76561198254164809: $2,987.70 (698)
76561198254159990: $2,983.60 (602)
76561198307612907: $2,982.83 (751)
76561198378442698: $2,975.44 (525)
76561198303770441: $2,974.38 (601)
76561198583220788: $2,969.86 (669)
76561198254157117: $2,967.44 (678)
76561198299248642: $2,966.73 (733)
76561198307747470: $2,958.73 (732)
76561198300519336: $2,958.20 (718)
76561198306597102: $2,957.95 (474)
76561198398308966: $2,953.73 (585)
76561198306431782: $2,951.99 (616)
76561198399092812: $2,950.91 (401)
76561198254499549: $2,946.26 (739)
76561198301385935: $2,938.32 (674)
76561198584059057: $2,937.05 (455)
76561198300496516: $2,927.88 (630)
76561198306451016: $2,924.91 (531)
76561198308427222: $2,921.75 (565)
76561198401830374: $2,917.93 (279)
76561198583791948: $2,915.40 (583)
76561198254168306: $2,912.78 (586)
76561198584062332: $2,909.69 (738)
76561198299809609: $2,909.25 (810)
76561198402532527: $2,906.33 (273)
76561198300729650: $2,905.75 (647)
76561198219549343: $2,905.65 (682)
76561198305619884: $2,904.92 (663)
76561198304393807: $2,904.50 (716)
76561198251712310: $2,901.01 (749)
76561198299223821: $2,899.17 (602)
76561198308327970: $2,895.10 (531)
76561198201277357: $2,890.48 (715)
76561198307658652: $2,885.10 (615)
76561198299823364: $2,883.74 (641)
76561198303745154: $2,880.37 (688)
76561198254973114: $2,877.82 (793)
76561198398607306: $2,875.02 (520)
76561198254168971: $2,874.94 (705)
76561198254494898: $2,873.72 (723)
76561198254990356: $2,873.02 (643)
76561198299846863: $2,872.51 (567)
76561198377781262: $2,871.04 (612)
76561198306081301: $2,870.99 (734)
76561198299421753: $2,870.54 (765)
76561198299218290: $2,869.40 (701)
76561198311258723: $2,867.11 (593)
76561198584082899: $2,865.08 (460)
76561198399079973: $2,864.59 (257)
76561198253037863: $2,861.67 (649)
76561198184495161: $2,860.09 (723)
76561198253045278: $2,858.63 (636)
76561198303317366: $2,854.74 (593)
76561198307224223: $2,853.31 (565)
76561198299752475: $2,850.42 (677)
76561198305619742: $2,848.94 (563)
76561198589512325: $2,845.20 (501)
76561198254519684: $2,842.49 (702)
76561198307861308: $2,840.83 (349)
76561198583300436: $2,838.58 (556)
76561198398467849: $2,837.92 (253)
76561198584051328: $2,831.35 (606)
76561198306632291: $2,828.51 (682)
76561198300749525: $2,828.20 (731)
76561198305063886: $2,824.38 (650)
76561198254485432: $2,823.39 (733)
76561198299890600: $2,821.72 (585)
76561198401338496: $2,821.56 (383)
76561198305463650: $2,820.69 (546)
76561198398627210: $2,819.96 (238)
76561198303898225: $2,817.82 (617)
76561198583788411: $2,817.08 (572)
76561198253339194: $2,812.87 (685)
76561198398792975: $2,810.73 (583)
76561198201352209: $2,808.92 (693)
76561198305718668: $2,807.43 (471)
76561198254142227: $2,803.80 (740)
76561198584094165: $2,794.00 (526)
76561198300099799: $2,793.14 (743)
76561198306450638: $2,792.22 (617)
76561198376318971: $2,791.60 (436)
76561198583268734: $2,787.80 (640)
76561198254506116: $2,787.69 (746)
76561198253034551: $2,784.39 (742)
76561198254500089: $2,783.40 (777)
76561198254147490: $2,781.69 (708)
76561198310699798: $2,774.85 (602)
76561198254999743: $2,772.53 (726)
76561198300659456: $2,769.77 (581)
76561198306541778: $2,763.07 (700)
76561198306423486: $2,762.25 (558)
76561198299750496: $2,758.70 (595)
76561198251697182: $2,757.17 (671)
76561198398635590: $2,756.11 (286)
76561198399759348: $2,752.06 (98)
76561198583298471: $2,751.87 (521)
76561198253036000: $2,750.46 (758)
76561198399751010: $2,747.33 (427)
76561198376202196: $2,746.73 (604)
76561198306533326: $2,743.47 (716)
76561198302068862: $2,738.92 (733)
76561198254146596: $2,737.71 (644)
76561198254497968: $2,734.36 (641)
76561198376632674: $2,734.25 (329)
76561198254179070: $2,730.99 (691)
76561198254530126: $2,730.91 (665)
76561198299766025: $2,730.47 (622)
76561198300545616: $2,722.74 (633)
76561198412674421: $2,719.68 (118)
76561198254989721: $2,716.30 (680)
76561198254169031: $2,714.29 (689)
76561198304549913: $2,713.52 (659)
76561198398486582: $2,711.06 (297)
76561198401189017: $2,708.31 (304)
76561198254177570: $2,701.16 (676)
76561198306670914: $2,698.79 (652)
76561198402312599: $2,698.23 (247)
76561198301428589: $2,697.96 (680)
76561198262376559: $2,697.81 (579)
76561198201327186: $2,694.50 (659)
76561198589510229: $2,686.65 (617)
76561198376419226: $2,684.29 (488)
76561198307290797: $2,683.08 (579)
76561198254148506: $2,681.30 (755)
76561198411410802: $2,679.86 (94)
76561198401187010: $2,679.79 (194)
76561198583803738: $2,678.34 (583)
76561198301359496: $2,674.47 (636)
76561198377818400: $2,673.10 (323)
76561198254173455: $2,667.65 (711)
76561198262400555: $2,665.41 (592)
76561198376450115: $2,660.37 (465)
76561198303782205: $2,659.40 (716)
76561198305057336: $2,654.82 (681)
76561198376238959: $2,653.30 (540)
76561198589495426: $2,652.89 (358)
76561198254498095: $2,650.03 (667)
76561198398673318: $2,648.12 (643)
76561198584072157: $2,645.33 (463)
76561198301484410: $2,644.47 (648)
76561198401172642: $2,644.33 (258)
76561198251533708: $2,643.44 (704)
76561198377922474: $2,640.35 (554)
76561198305992459: $2,640.21 (414)
76561198376511552: $2,638.81 (342)
76561198589509574: $2,638.13 (536)
76561198307760451: $2,638.05 (468)
76561198262412206: $2,637.39 (715)
76561198399209203: $2,636.01 (713)
76561198262439250: $2,633.29 (684)
76561198300047778: $2,632.15 (624)
76561198254475404: $2,632.09 (702)
76561198251449908: $2,629.46 (668)
76561198311915087: $2,625.68 (413)
76561198303782729: $2,620.25 (659)
76561198303820456: $2,620.20 (604)
76561198262432420: $2,619.08 (779)
76561198253337285: $2,616.69 (680)
76561198311859704: $2,615.92 (499)
76561198377114449: $2,615.01 (400)
76561198301034585: $2,614.75 (605)
76561198584070585: $2,611.12 (582)
76561198299859251: $2,610.50 (766)
76561198300794749: $2,609.22 (672)
76561198306628787: $2,608.59 (686)
76561198403537261: $2,608.43 (405)
76561198254489321: $2,606.05 (715)
76561198219326997: $2,603.45 (721)
76561198583212404: $2,602.45 (525)
76561198299987207: $2,600.04 (626)
76561198300848074: $2,599.90 (502)
76561198219378391: $2,592.65 (622)
76561198307659141: $2,589.22 (423)
76561198254175196: $2,587.54 (625)
76561198300622249: $2,586.72 (679)
76561198254166980: $2,586.47 (654)
76561198305644356: $2,585.45 (670)
76561198300527807: $2,585.39 (665)
76561198306116908: $2,582.52 (531)
76561198299880163: $2,581.89 (672)
76561198255015462: $2,581.29 (721)
76561198401285039: $2,580.14 (375)
76561198254501460: $2,579.29 (721)
76561198254501051: $2,577.46 (763)
76561198305771758: $2,573.39 (648)
76561198300749339: $2,572.16 (652)
76561198308244593: $2,572.14 (469)
76561198262446233: $2,571.18 (664)
76561198299767680: $2,570.40 (698)
76561198300389980: $2,565.72 (703)
76561198376470583: $2,565.47 (467)
76561198589473287: $2,558.98 (507)
76561198305730469: $2,555.30 (506)
76561198305731077: $2,554.57 (562)
76561198254483914: $2,554.17 (660)
76561198306221427: $2,554.02 (576)
76561198306610990: $2,550.70 (550)
76561198301500953: $2,548.06 (593)
76561198306744617: $2,547.05 (574)
76561198263088255: $2,540.06 (688)
76561198299964456: $2,540.06 (654)
76561198411527404: $2,539.67 (171)
76561198308858509: $2,539.47 (473)
76561198300466991: $2,538.92 (713)
76561198262438906: $2,537.73 (688)
76561198303671977: $2,534.89 (611)
76561198302763098: $2,530.90 (502)
76561198300840914: $2,528.83 (643)
76561198301581580: $2,528.61 (608)
76561198305090483: $2,527.32 (648)
76561198299877805: $2,526.52 (731)
76561198303863116: $2,520.18 (516)
76561198583789066: $2,516.01 (424)
76561198255006163: $2,514.70 (652)
76561198253337553: $2,514.09 (717)
76561198254494344: $2,510.83 (666)
76561198254960467: $2,509.76 (730)
76561198299792321: $2,508.99 (641)
76561198309132543: $2,508.16 (349)
76561198201280069: $2,505.98 (771)
76561198307609392: $2,499.40 (555)
76561198303770965: $2,498.59 (515)
76561198589475907: $2,497.16 (396)
76561198376458412: $2,493.83 (611)
76561198300543721: $2,493.53 (689)
76561198307618247: $2,492.53 (538)
76561198300690641: $2,490.96 (736)
76561198305839982: $2,490.08 (715)
76561198304503871: $2,487.66 (561)
76561198262467323: $2,487.34 (705)
76561198398593027: $2,484.30 (260)
76561198303906216: $2,481.96 (589)
76561198254489270: $2,480.39 (733)
76561198377080507: $2,479.49 (459)
76561198254959700: $2,478.01 (577)
76561198299201146: $2,477.88 (620)
76561198254179858: $2,476.37 (633)
76561198254988672: $2,474.76 (611)
76561198300147916: $2,474.60 (570)
76561198377900148: $2,471.39 (590)
76561198308959757: $2,469.04 (570)
76561198307225245: $2,466.92 (600)
76561198376780870: $2,465.20 (479)
76561198376573854: $2,464.12 (594)
76561198254498487: $2,462.90 (708)
76561198254500062: $2,457.84 (592)
76561198377950181: $2,456.92 (705)
76561198376432154: $2,456.91 (353)
76561198306661215: $2,454.72 (665)
76561198262445096: $2,451.92 (716)
76561198305961666: $2,450.49 (617)
76561198305804191: $2,449.05 (495)
76561198377307449: $2,439.85 (512)
76561198306625804: $2,439.57 (736)
76561198300519104: $2,437.55 (674)
76561198311264786: $2,436.06 (633)
76561198377090314: $2,435.83 (371)
76561198583768368: $2,428.32 (773)
76561198219334335: $2,427.38 (621)
76561198253337426: $2,425.33 (716)
76561198299852239: $2,425.21 (718)
76561198254995208: $2,424.06 (656)
76561198254163749: $2,422.22 (762)
76561198262425798: $2,420.85 (735)
76561198306743251: $2,420.50 (586)
76561198377268275: $2,419.88 (439)
76561198306659866: $2,419.87 (647)
76561198412103156: $2,419.70 (462)
76561198377139129: $2,416.83 (386)
76561198300694769: $2,416.27 (691)
76561198303880379: $2,415.46 (551)
76561198300677290: $2,415.40 (729)
76561198301131937: $2,412.73 (723)
76561198376520502: $2,412.14 (454)
76561198254176288: $2,409.28 (749)
76561198305096854: $2,409.19 (484)
76561198254981713: $2,407.86 (693)
76561198251617384: $2,406.47 (722)
76561198583276201: $2,404.34 (440)
76561198377021378: $2,397.88 (534)
76561198376605901: $2,392.24 (514)
76561198377278767: $2,391.35 (459)
76561198253324511: $2,388.18 (648)
76561198306208024: $2,386.43 (654)
76561198308316212: $2,385.78 (576)
76561198583785398: $2,383.12 (440)
76561198310532940: $2,382.94 (611)
76561198307187794: $2,382.53 (504)
76561198300792653: $2,381.06 (610)
76561198306564643: $2,379.48 (511)
76561198377182412: $2,379.17 (620)
76561198303161215: $2,378.70 (638)
76561198262414447: $2,374.93 (709)
76561198253330345: $2,374.66 (729)
76561198254480427: $2,372.38 (618)
76561198306143420: $2,372.14 (575)
76561198303746654: $2,371.92 (653)
76561198303738342: $2,368.14 (667)
76561198219336515: $2,363.86 (671)
76561198301439986: $2,362.24 (673)
76561198299930757: $2,358.99 (613)
76561198262422894: $2,357.31 (672)
76561198589494640: $2,354.68 (616)
76561198262384329: $2,353.82 (672)
76561198306579972: $2,352.90 (546)
76561198583225504: $2,352.32 (496)
76561198300677933: $2,351.54 (644)
76561198583264935: $2,347.10 (500)
76561198583290349: $2,344.97 (680)
76561198376551686: $2,340.84 (478)
76561198301324228: $2,340.65 (605)
76561198401830886: $2,338.88 (239)
76561198306435088: $2,336.56 (464)
76561198254175804: $2,336.50 (646)
76561198254160625: $2,335.95 (709)
76561198377741825: $2,334.82 (460)
76561198399168205: $2,334.38 (452)
76561198301400428: $2,333.59 (582)
76561198302733475: $2,332.46 (609)
76561198300474225: $2,332.23 (692)
76561198304351813: $2,330.83 (680)
76561198306852763: $2,329.69 (620)
76561198306519521: $2,326.16 (525)
76561198255020156: $2,317.40 (619)
76561198398594046: $2,316.40 (377)
76561198254495987: $2,315.44 (651)
76561198401768981: $2,314.76 (302)
76561198299235087: $2,314.43 (647)
76561198376024980: $2,309.00 (365)
76561198299151194: $2,308.42 (651)
76561198307725131: $2,307.36 (561)
76561198583786053: $2,305.98 (309)
76561198306405498: $2,301.68 (673)
76561198399180186: $2,301.19 (301)
76561198251620188: $2,298.16 (583)
76561198300498578: $2,293.65 (660)
76561198254180705: $2,293.14 (659)
76561198262404689: $2,290.82 (593)
76561198262400068: $2,288.33 (545)
76561198254999773: $2,287.58 (643)
76561198301164781: $2,286.35 (648)
76561198308768014: $2,285.72 (582)
76561198304999038: $2,284.92 (780)
76561198300108060: $2,284.11 (645)
76561198301521304: $2,283.17 (696)
76561198377928869: $2,281.65 (439)
76561198302633635: $2,281.31 (547)
76561198312486538: $2,279.95 (444)
76561198377373540: $2,276.56 (450)
76561198589518613: $2,271.52 (458)
76561198306699314: $2,263.66 (598)
76561198306733130: $2,263.66 (560)
76561198401406039: $2,263.53 (306)
76561198377247524: $2,263.22 (443)
76561198398551369: $2,261.38 (455)
76561198300388259: $2,258.27 (723)
76561198254488333: $2,256.35 (762)
76561198398098611: $2,254.59 (264)
76561198300598070: $2,252.53 (666)
76561198307815225: $2,252.22 (506)
76561198398760718: $2,250.96 (538)
76561198254965278: $2,250.44 (663)
76561198308293658: $2,249.49 (706)
76561198303890972: $2,248.01 (637)
76561198401219865: $2,244.92 (399)
76561198254513360: $2,243.59 (644)
76561198377208679: $2,238.19 (460)
